"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","236","2203400785920","10203136","2453504","14360","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2872","Microsoft.Win32.SafeHandles.SafeProcessHandle","236","1960",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14360","14360","2453504","2453504","94976","94976","2519040","2519040","10235904","10235904","84996096","2203403218944","True","Normal","2453504","2453504","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","82563072","2203400785920","False",,,,"10203136","10203136",,
"svchost","0","269","2203435405312","10780672","2547712","16112","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,15625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2588","Microsoft.Win32.SafeHandles.SafeProcessHandle","269","2064",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16112","16112","2547712","2547712","174480","174480","2760704","2760704","10985472","10985472","120328192","2203438551040","True","Normal","2547712","2547712","00:00:00.1406250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0156250","117182464","2203435405312","False",,,,"10780672","10780672",,
"svchost","0","220","2203396214784","9175040","2383872","10056","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4372","Microsoft.Win32.SafeHandles.SafeProcessHandle","220","2208",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10056","10056","2383872","2383872","80192","80192","2764800","2764800","9379840","9379840","84291584","2203402514432","True","Normal","2383872","2383872","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","77991936","2203396214784","False",,,,"9175040","9175040",,
"svchost","0","388","2203468214272","18624512","9531392","15456","C:\Windows\system32\svchost.exe","Microsoft Corporation","3,390625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4116","Microsoft.Win32.SafeHandles.SafeProcessHandle","388","2296",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15456","15456","9531392","9531392","111840","111840","45674496","45674496","51580928","51580928","164134912","2203482357760","True","Normal","9531392","9531392","00:00:01.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:42",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3906250","00:00:02.3437500","149991424","2203468214272","False",,,,"18624512","18624512",,
"svchost","0","262","2203394600960","7917568","2473984","13592","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4000","Microsoft.Win32.SafeHandles.SafeProcessHandle","262","2324",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13592","13592","2473984","2473984","92024","92024","2777088","2777088","8310784","8310784","80572416","2203398795264","True","Normal","2473984","2473984","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","76378112","2203394600960","False",,,,"7917568","7917568",,
"svchost","0","166","2203382210560","7180288","1572864","12296","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,046875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4796","Microsoft.Win32.SafeHandles.SafeProcessHandle","166","2340",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12296","12296","1572864","1572864","59288","59288","1830912","1830912","7467008","7467008","68124672","2203386347520","True","Normal","1572864","1572864","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","63987712","2203382210560","False",,,,"7180288","7180288",,
"svchost","0","258","2203397808128","10096640","3325952","16232","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,0625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2580","Microsoft.Win32.SafeHandles.SafeProcessHandle","258","2364",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16232","16232","3325952","3325952","97304","97304","3866624","3866624","10260480","10260480","85876736","2203404099584","True","Normal","3325952","3325952","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:50",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0625000","79585280","2203397808128","False",,,,"10096640","10096640",,
"svchost","0","456","2203405103104","11440128","3207168","15536","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2876","Microsoft.Win32.SafeHandles.SafeProcessHandle","456","2436",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15536","15536","3207168","3207168","116424","116424","3997696","3997696","11907072","11907072","97775616","2203415998464","True","Normal","3207168","3207168","00:00:00.0625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:43",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0781250","86880256","2203405103104","False",,,,"11440128","11440128",,
"svchost","0","137","2203390152704","7065600","1527808","9152","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3688","Microsoft.Win32.SafeHandles.SafeProcessHandle","137","2680",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9152","9152","1527808","1527808","75632","75632","1835008","1835008","7327744","7327744","77172736","2203395395584","True","Normal","1527808","1527808","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:50",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","71929856","2203390152704","False",,,,"7065600","7065600",,
"svchost","0","201","2203389419520","8552448","2334720","10336","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3040","Microsoft.Win32.SafeHandles.SafeProcessHandle","201","3088",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10336","10336","2334720","2334720","71224","71224","2502656","2502656","8880128","8880128","74891264","2203393114112","True","Normal","2334720","2334720","00:00:00.0937500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:51",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0312500","71196672","2203389419520","False",,,,"8552448","8552448",,
"svchost","0","155","2203392724992","5898240","1368064","6928","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2172","Microsoft.Win32.SafeHandles.SafeProcessHandle","155","3348",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6928","6928","1368064","1368064","62544","62544","1425408","1425408","6037504","6037504","76599296","2203394822144","True","Normal","1368064","1368064","00:00:00.0625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0625000","74502144","2203392724992","False",,,,"5898240","5898240",,
"svchost","0","343","2203450863616","14262272","4165632","26080","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,28125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"5052","Microsoft.Win32.SafeHandles.SafeProcessHandle","343","3372",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26080","26080","4165632","4165632","134464","134464","5824512","5824512","15597568","15597568","138379264","2203456602112","True","Normal","4165632","4165632","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.0937500","132640768","2203450863616","False",,,,"14262272","14262272",,
"svchost","0","475","2203674349568","49328128","147906560","35816","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,4375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4104","Microsoft.Win32.SafeHandles.SafeProcessHandle","475","3388",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35816","35816","147906560","147906560","182896","182896","149700608","149700608","50679808","50679808","361369600","2203679592448","True","Normal","147906560","147906560","00:00:00.2500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","00:00:00.1875000","356126720","2203674349568","False",,,,"49328128","49328128",,
"svchost","0","528","2203491627008","34107392","17543168","22760","C:\Windows\System32\svchost.exe","Microsoft Corporation","2,1875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3808","Microsoft.Win32.SafeHandles.SafeProcessHandle","528","3420",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22760","22760","17543168","17543168","186456","186456","44969984","44969984","53563392","53563392","177606656","2203495829504","True","Normal","17543168","17543168","00:00:00.5625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1875000","00:00:01.6250000","173404160","2203491627008","False",,,,"34107392","34107392",,
"svchost","0","281","2203513470976","13733888","7790592","19576","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2952","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","3444",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19576","19576","7790592","7790592","169336","169336","12103680","12103680","16150528","16150528","197353472","2203515576320","True","Normal","7790592","7790592","00:00:00.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:07:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0937500","195248128","2203513470976","False",,,,"13733888","13733888",,
"svchost","0","135","2203389181952","6586368","1552384","9416","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2660","Microsoft.Win32.SafeHandles.SafeProcessHandle","135","3580",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9416","9416","1552384","1552384","72232","72232","1826816","1826816","6946816","6946816","75157504","2203393380352","True","Normal","1552384","1552384","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","70959104","2203389181952","False",,,,"6586368","6586368",,
"svchost","0","138","2207681572864","6496256","1572864","8152","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4060","Microsoft.Win32.SafeHandles.SafeProcessHandle","138","3596",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8152","8152","1572864","1572864","67264","67264","1736704","1736704","6594560","6594560","71528448","2207684718592","True","Normal","1572864","1572864","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","68382720","2207681572864","False",,,,"6496256","6496256",,
"svchost","0","217","2203427614720","10059776","2617344","12232","C:\Windows\System32\svchost.exe","Microsoft Corporation","0","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3332","Microsoft.Win32.SafeHandles.SafeProcessHandle","217","3660",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12232","12232","2617344","2617344","141936","141936","2789376","2789376","10428416","10428416","112537600","2203430760448","True","Normal","2617344","2617344","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","109391872","2203427614720","False",,,,"10059776","10059776",,
"svchost","0","178","2203422318592","13828096","2199552","10736","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,046875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4144","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","3672",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2199552","2199552","139704","139704","2473984","2473984","13926400","13926400","107487232","2203425710080","True","Normal","2199552","2199552","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0468750","104095744","2203422318592","False",,,,"13828096","13828096",,
"svchost","1","375","2203521593344","30281728","6426624","19432","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,25","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3848","Microsoft.Win32.SafeHandles.SafeProcessHandle","375","3840",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19432","19432","6426624","6426624","341768","341768","6983680","6983680","30388224","30388224","212934656","2203531157504","True","Normal","6426624","6426624","00:00:00.1562500","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","04/12/2024 08:40:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2500000","00:00:00.0937500","203370496","2203521593344","False",,,,"30281728","30281728",,
"svchost","0","380","2203414286336","11972608","3235840","23616","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2220","Microsoft.Win32.SafeHandles.SafeProcessHandle","380","3996",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23616","23616","3235840","3235840","121480","121480","3559424","3559424","12390400","12390400","100782080","2203419004928","True","Normal","3235840","3235840","00:00:00.1093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:05:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0312500","96063488","2203414286336","False",,,,"11972608","11972608",,
"svchost","0","317","2203442057216","20410368","21131264","15600","C:\Windows\System32\svchost.exe","Microsoft Corporation","9,78125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3272","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","4132",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15600","15600","21131264","21131264","102904","102904","21594112","21594112","21037056","21037056","161681408","2203479904256","True","Normal","21131264","21131264","00:00:07.3437500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:07:54",,"System.Diagnostics.ProcessThreadCollection","00:00:09.7812500","00:00:02.4375000","123834368","2203442057216","False",,,,"20410368","20410368",,
"svchost","0","174","2203386703872","7323648","1536000","8560","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4068","Microsoft.Win32.SafeHandles.SafeProcessHandle","174","4996",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1536000","1536000","67264","67264","1728512","1728512","7401472","7401472","72392704","2203390615552","True","Normal","1536000","1536000","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:40:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","68481024","2203386703872","False",,,,"7323648","7323648",,
"svchost","0","207","2203410096128","12083200","2916352","11336","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,296875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2612","Microsoft.Win32.SafeHandles.SafeProcessHandle","207","5252",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11336","11336","2916352","2916352","118696","118696","3432448","3432448","14389248","14389248","114237440","2203432460288","True","Normal","2916352","2916352","00:00:00.1718750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:40:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.1250000","91873280","2203410096128","False",,,,"12083200","12083200",,
"svchost","0","170","2203399401472","11460608","3518464","8832","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,78125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2216","Microsoft.Win32.SafeHandles.SafeProcessHandle","170","5324",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","3518464","3518464","82080","82080","5079040","5079040","13398016","13398016","94629888","2203412852736","True","Normal","3518464","3518464","00:00:00.3281250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:06:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7812500","00:00:00.4531250","81178624","2203399401472","False",,,,"11460608","11460608",,
"svchost","1","223","2203428524032","12939264","2678784","11408","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,09375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2564","Microsoft.Win32.SafeHandles.SafeProcessHandle","223","5564",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11408","11408","2678784","2678784","151952","151952","3084288","3084288","13090816","13090816","117649408","2203435872256","True","Normal","2678784","2678784","00:00:00.0625000","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","04/12/2024 08:40:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","110301184","2203428524032","False",,,,"12939264","12939264",,
"svchost","0","196","2203397361664","9129984","3354624","10400","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,09375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4368","Microsoft.Win32.SafeHandles.SafeProcessHandle","196","5884",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10400","10400","3354624","3354624","76736","76736","4096000","4096000","9981952","9981952","84885504","2203403108352","True","Normal","3354624","3354624","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:44:33",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","79138816","2203397361664","False",,,,"9129984","9129984",,
"svchost","0","184","2203403964416","9084928","1990656","10192","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,046875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4812","Microsoft.Win32.SafeHandles.SafeProcessHandle","184","6140",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","1990656","1990656","102496","102496","2314240","2314240","9248768","9248768","112467968","2203430690816","True","Normal","1990656","1990656","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:16:27",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","85741568","2203403964416","False",,,,"9084928","9084928",,
"svchost","0","116","2203386134528","6078464","1474560","7472","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2892","Microsoft.Win32.SafeHandles.SafeProcessHandle","116","6768",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7472","7472","1474560","1474560","64184","64184","1662976","1662976","6303744","6303744","69238784","2203387461632","True","Normal","1474560","1474560","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:42:56",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","67911680","2203386134528","False",,,,"6078464","6078464",,
"svchost","0","128","2203387949056","6201344","1597440","8056","C:\Windows\System32\svchost.exe","Microsoft Corporation","0,015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2724","Microsoft.Win32.SafeHandles.SafeProcessHandle","128","6776",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8056","8056","1597440","1597440","65824","65824","1757184","1757184","6230016","6230016","71823360","2203390046208","True","Normal","1597440","1597440","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 08:52:10",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","69726208","2203387949056","False",,,,"6201344","6201344",,
"svchost","0","159","2203390771200","7565312","1830912","9272","C:\Windows\system32\svchost.exe","Microsoft Corporation","1,828125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2960","Microsoft.Win32.SafeHandles.SafeProcessHandle","159","7232",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9272","9272","1830912","1830912","78712","78712","2162688","2162688","7663616","7663616","75694080","2203393916928","True","Normal","1830912","1830912","00:00:01.2656250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 11:09:47",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8281250","00:00:00.5625000","72548352","2203390771200","False",,,,"7565312","7565312",,
"svchost","0","167","2203398778880","10223616","3637248","13160","C:\Windows\system32\svchost.exe","Microsoft Corporation","0,0625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4648","Microsoft.Win32.SafeHandles.SafeProcessHandle","167","7596",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13160","13160","3637248","3637248","81976","81976","4931584","4931584","10989568","10989568","83705856","2203401928704","True","Normal","3637248","3637248","00:00:00.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","04/12/2024 10:13:21",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","80556032","2203398778880","False",,,,"10223616","10223616",,
